organization_id,transfer_id,drill_id,block_id,script_id,claim_kind,statement,named_structure,evidence_class,registry_claim_id,source_document,athlete_facing,public_facing
{{PPBF_ORG_ID}},txf_ae63263fe6a558,drl_1360c1382c9ffb,,,cognitive_demand,What does “locked in” feel like in your body?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_bc718dc424e2d3,drl_3d88d3047577af,,,neuro_mechanism,When did you stay composed under pressure?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_9e544d5d105119,drl_3d88d3047577af,,,life_skill_transfer,What does pressure make you do physically? — transfers as: What is one better response you can practice next round?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_76905f26ba2cda,drl_3d88d3047577af,,,cognitive_demand,What helped you reset emotionally?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_a93728102f39d6,drl_e4051935b6bc65,,,neuro_mechanism,When did you keep going even when you were tired?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_8235acf67bb4b7,drl_e4051935b6bc65,,,life_skill_transfer,What helped you push through discomfort without losing form? — transfers as: What did today teach you about handling hard things?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_277308ba55004c,drl_e4051935b6bc65,,,cognitive_demand,What drill asked the most of your mindset?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_9e6350ca3b2a6f,drl_6e7ed688a1a257,,,neuro_mechanism,When did you have to change the plan mid-drill?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_48734591234575,drl_6e7ed688a1a257,,,life_skill_transfer,"Did you force the same answer, or did you adjust? — transfers as: What did you notice before making your adjustment?",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_0ebf413e88c6d5,drl_6e7ed688a1a257,,,cognitive_demand,Adaptability,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_b17b6744bab15b,drl_1005575f0af8e3,,,neuro_mechanism,Decision-making,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_0c5bae9b351a79,drl_1005575f0af8e3,,,life_skill_transfer,When did you make the right choice quickly? — transfers as: When did you act before reading the situation?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_194910028875e1,drl_1005575f0af8e3,,,cognitive_demand,What changed when you slowed down and read the cue first?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_7dda377b63eb66,drl_2aa59071e42e6a,,,neuro_mechanism,Where did patience improve your decision?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_342ce3fb3e2318,drl_2aa59071e42e6a,,,life_skill_transfer,Confidence — transfers as: What did you do today that you could not do a few weeks ago?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_0c0bd20c850fbb,drl_2aa59071e42e6a,,,cognitive_demand,What made one decision better than another?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_1219b45b52ca87,drl_fa0ea880b4369a,,,neuro_mechanism,What is one thing you are now more willing to try?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_2ab29f8cb82776,drl_fa0ea880b4369a,,,life_skill_transfer,When did you carry yourself differently today? — transfers as: Communication and coachability,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_89f16fbf9f9ee8,drl_fa0ea880b4369a,,,cognitive_demand,Did your confidence come from hype or from execution?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_d482fa15964a98,drl_a80836d7877144,,,neuro_mechanism,Did you ask for help when you were unsure?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_e25cd5cab9624d,drl_a80836d7877144,,,life_skill_transfer,"Did you support your partner? — transfers as: Did you listen to understand, or just to respond?",,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_6d2a7a805f019e,drl_a80836d7877144,,,cognitive_demand,When did you need a reminder?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_d4ae7896bef390,drl_d737dcbf8fa62f,,,neuro_mechanism,"What today looked like school stress, work pressure, or conflict at home?",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_db28a63c3ce39f,drl_d737dcbf8fa62f,,,life_skill_transfer,When could you use this reset skill outside the gym? — transfers as: What drill felt most like handling a hard conversation?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_1c9b85a3797357,drl_d737dcbf8fa62f,,,cognitive_demand,Where will you need the same patience this week?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_de7e1193ce29a3,drl_e07f1d61883fab,,,neuro_mechanism,What does controlled breathing in training help with outside training?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_f6aebaee7dab49,drl_e07f1d61883fab,,,life_skill_transfer,Coach observation questions — transfers as: Did the athlete recover quickly after mistakes?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_1aca741a5de6d1,drl_e07f1d61883fab,,,cognitive_demand,"When could you use “read first, act second” this week?",,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_cf435f156659c8,drl_af10805231527f,,,neuro_mechanism,Did the athlete stay engaged during lower-excitement drills?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_20522b68e35562,drl_af10805231527f,,,life_skill_transfer,Did the athlete demonstrate patience on timing-based drills? — transfers as: Did the athlete adapt when the task changed?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_a195328ac17e73,drl_af10805231527f,,,cognitive_demand,Did the athlete show better balance and body control as the session went on?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_468db85edce6c5,drl_47b009ee184cd4,,,neuro_mechanism,Exit ticket questions,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_7556b979c122d3,drl_47b009ee184cd4,,,life_skill_transfer,What is one thing you improved today? — transfers as: What is one thing you will repeat next time?,,COACHING INTENT,,Non-Contact Boxing Development Map (PPBF),true,true
{{PPBF_ORG_ID}},txf_e9b35f6126cfbe,drl_47b009ee184cd4,,,cognitive_demand,Did the athlete show transfer language on their own?,,MECHANISM-THEORISED,,Non-Contact Boxing Development Map (PPBF),true,false
{{PPBF_ORG_ID}},txf_2c96b2137a04d3,drl_1190840fbd14fd,,,neuro_mechanism,Reaction Time,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_409d251fa39b86,drl_1190840fbd14fd,,,life_skill_transfer,Attention and quick decision making,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_3696f022c32e36,drl_01dced37d7a39c,,,neuro_mechanism,Hand-Eye Coordination,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_a44b014121fd9d,drl_01dced37d7a39c,,,life_skill_transfer,Focus and precision,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_02a2c1191f1093,drl_0cc7839525eaf6,,,neuro_mechanism,Rhythm Timing,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_2e70dc34affc23,drl_0cc7839525eaf6,,,life_skill_transfer,Emotional regulation,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_8a3eb939c41d1e,drl_a16d4f0074142e,,,neuro_mechanism,Balance,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_1ab2bc12009d9e,drl_a16d4f0074142e,,,life_skill_transfer,Stability under pressure,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_086d21e9ae04e8,drl_945f65773f596d,,,neuro_mechanism,Proprioception,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_f636c07921f9bb,drl_945f65773f596d,,,life_skill_transfer,Body awareness,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_cffd3cae62c6f5,drl_c6c9aaeed968fa,,,neuro_mechanism,Motor Planning,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_da4756ebe73754,drl_c6c9aaeed968fa,,,life_skill_transfer,Planning and sequencing,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_a87239fe4b0baf,drl_e71f746c5849bf,,,neuro_mechanism,Inhibitory Control,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_9e1c02f2d265da,drl_e71f746c5849bf,,,life_skill_transfer,Impulse control,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_0d2967af51406e,drl_db4e066aec0cdf,,,neuro_mechanism,Spatial Awareness,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_67ca0bcccc95c5,drl_db4e066aec0cdf,,,life_skill_transfer,Environmental awareness,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_5db647249e0e77,drl_9f23c00b72e31e,,,neuro_mechanism,Decision Making,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_d4c7585ac1eb00,drl_9f23c00b72e31e,,,life_skill_transfer,Strategic thinking,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
{{PPBF_ORG_ID}},txf_4ecbd3f921a37d,drl_fa40b1e32db9db,,,neuro_mechanism,Pattern Recognition,,MECHANISM-THEORISED,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,false
{{PPBF_ORG_ID}},txf_e495c325952e74,drl_fa40b1e32db9db,,,life_skill_transfer,Reading patterns,,COACHING INTENT,,Neuro_Boxing_LifeSkill_Matrix (PPBF),true,true
