organization_id,scale_id,drill_id,scale_level,is_starting_point,demand_description,constraint_applied,contact_level,coach_watch_point,authoring_state
{{PPBF_ORG_ID}},scl_26c6900d322a9f,drl_d54f831b93ec55,C,False,"Partner now enters from varied angles (including cutting toward the athlete's preferred pivot side) and occasionally feints a step to bait a straight backward retreat instead of the angle exit. Add a second partner outside the ropes who calls or taps a direction just before entry, forcing the athlete to choose and commit to the correct pivot under time pressure. The exit must still be pivot-based — if the athlete reverts to backing straight out to solve the added pressure, the drill has failed, not leveled up.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_1f63698f6ffa36,drl_87f94622479ae5,A,False,"Athlete starts with back already touching the ropes (no live drive backward) and a partner holds pads stationary at a known, called-out angle. On the cue, athlete pivots off the rope line and resets to a chalked centre-floor marker, with the drive-back removed so only the pivot-and-return mechanic is being grooved. Success = clean angle-out to centre every time from a fixed, predictable start.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_a70f377ead8ee2,drl_87f94622479ae5,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,conditioned,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_6b797ae57a9948,drl_87f94622479ae5,C,False,"Partner drives the athlete to the ropes from an unpredictable angle (not always straight on) and, just as the athlete begins the centre-recovery pivot, cuts the intended return lane by stepping into it, forcing a second read-and-adjust before centre is regained. Contact stays conditioned and coach-authorized — the added stress is angle variation plus a mid-recovery decision, not harder shots. The pivot-off-the-rope-to-centre behaviour must still be visible, not replaced by covering up or bailing sideways along the ropes.",,conditioned,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_2fe425abe32ef1,drl_e87143cad096a4,A,False,"Remove the partner reaction entirely — athlete crosses the tape toward a stationary target (bag or held mitt) and returns on a steady, coach-called count that stays identical rep to rep. This isolates the entry-exit rhythm with zero timing uncertainty, so the athlete feels committing in and leaving on cue before anything can disrupt it.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_ffb8dbe210e048,drl_e87143cad096a4,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_932a9e9b7cf1cd,drl_e87143cad096a4,C,False,"A partner now stands at the line, varies the count length unpredictably (sometimes cut short, sometimes stretched), and may take one step forward as the athlete enters, encroaching on the exit gap. The athlete must still commit fully across the line and leave on rhythm despite the altered timing and closing distance — the decision of *when* to trust the exit is now live, but the entry-and-exit pattern itself must stay intact, not collapse into trading or retreating early.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_63f481ae3aac4d,drl_ff1c5f67a3635b,A,False,"Coach holds the lead hand extended and static (no reset, no re-extension timing to read). Athlete steps in on a called ""go,"" enters behind the still hand, touches the mitt, exits on the same beat. Removing the timing/read demand lets the athlete groove the entry-exit rhythm with a fixed, always-available picture.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_a6386e29f43dd3,drl_ff1c5f67a3635b,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_300a696cce078e,drl_ff1c5f67a3635b,C,False,"Coach varies the extension: sometimes a full extend, sometimes a short feint or half-extend, sometimes a delayed re-extend after a slip, occasionally stepping laterally as it's offered. Athlete must decide, on the fly, when the hand is genuinely ""behind-able"" versus a feint, then still enter behind it, touch, and exit on the same beat — if they enter on the feint or exit late, the lesson (behind-the-hand entry, matched-beat exit) has been lost even if contact landed.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_756fa5c4189f6b,drl_47e30881c7b416,A,False,"Same footwork pattern, but the coach watches only one checkpoint (base width) instead of both base width and foot line, and bouts are shorter with full recovery between them so fatigue builds slowly and predictably. The athlete gets multiple clean reps at a mild fatigue level before any degradation shows, so they feel what ""correct"" looks and feels like under load before losing it. Success is called the moment the coach can point to unbroken form across several bouts — the degradation point is still tracked, just pushed later and easier to see coming.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_5ceca6bda5117b,drl_47e30881c7b416,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_1391fb39084fb0,drl_47e30881c7b416,C,False,"Same fatigue-accumulation structure, but the coach adds unpredictable direction or target calls mid-bout so the athlete must choose the correct footwork response while already fatigued, instead of running the pattern on autopilot. This forces a decision under load rather than just repetition under load — the drill now asks ""can you still choose the right step when tired AND surprised,"" which is a harder version of the same question. The output is unchanged: the coach still marks the exact bout where base width or foot line first breaks, now under compounded stress rather than volume alone.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_66745a4c71aa27,drl_160ff16df2a668,A,False,"Coach holds the mitt already positioned dead-center at the athlete's exact extension range (no reach or adjustment needed), and calls ""jab"" only after the athlete is set in guard. This removes range-finding as a variable so the rep is pure extension-turn-retraction-return-to-guard, nothing else to think about.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_e98b0fefd9b168,drl_160ff16df2a668,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_bf9a1b8f031fde,drl_160ff16df2a668,C,False,"Coach holds two mitts at different heights/angles (head vs. body, or straight vs. slightly angled) and only reveals which one is ""live"" a half-beat before the athlete must commit, forcing a target-selection decision before the jab fires. Target is still fully static once chosen — the added stress is the pre-strike decision, not movement or speed, so clean jab mechanics and return-to-guard must still show up every rep.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_0a1da73e5a43d8,drl_a8fcfc8f0a4c63,A,False,"Fix the count to a single predictable cadence (always ""jab–TWO"" on the same beat) and have the athlete jab into a held focus mitt at a set distance, so extension is guaranteed clean and attention narrows entirely onto the return. Coach freezes the count if the hand isn't home by the beat, letting the athlete feel the correct retraction path on repeat before any timing variation is introduced.",,none,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_0a819289641d21,drl_a8fcfc8f0a4c63,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,none,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_bfd8327a9d634e,drl_a8fcfc8f0a4c63,C,False,"Coach calls the count on an irregular, unpredictable rhythm — early, late, doubled — so the athlete can't pre-load the return to a memorized beat. A partner hovers a hand near the guard slot and taps/tags any jab that lingers out or comes back low, punishing a slow retraction directly rather than just the missed count, while the scored element stays the same: hand home before the call lands.",,none,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_c03d23624651cd,drl_9994cbb4a19315,A,False,"Drill only the forward step-drag-jab, dropping the backward half entirely so there's one direction to track. Coach holds a stationary focus mitt at a fixed, known distance and calls ""step"" on a steady beat — athlete step-drags and jabs, checking that the fist touches the mitt on the exact frame the lead foot lands. Same light_technical contact, just one clean, repeatable timing picture instead of two.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_b22fadeb8bf1cb,drl_9994cbb4a19315,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_8206ed1fa0766c,drl_9994cbb4a19315,C,False,"Coach holds the mitt and randomly steps it closer, farther, or laterally right as the athlete begins the step-drag, forcing a mid-step distance adjustment forward or back on no fixed pattern. The jab must still land exactly on foot-strike regardless of which direction the mitt forced — if the athlete flicks the jab early or drags it in after the foot lands to compensate, the drill has failed even if contact is made.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_d988a1b06eaac8,drl_9b6c91030876ae,A,False,"Coach only calls two opposite directions (step left / step right) instead of the full four-way set, and points with a hand signal alongside the call so the athlete has a single, unambiguous trigger to react to. This isolates the decouple-jab-from-step decision without adding directional complexity, so the correct jab fires cleanly and repeatably.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_18b885ed7fa99b,drl_9b6c91030876ae,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_3cc7f107029228,drl_9b6c91030876ae,C,False,"Coach strings two direction calls back-to-back with no pause (e.g., ""left-back!"") so the athlete must finish the second step and still snap a clean jab off it, and occasionally calls a direction while lightly crowding the athlete's space to disrupt balance right as the call lands. The jab must still fire true off whatever foot the athlete lands on — if the athlete resets their stance or hesitates before jabbing to recover balance, the target behaviour has broken and the drill has gone wrong, not hard.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_e7fc119307b71f,drl_15847de4920418,A,False,"Coach calls only two jab variations (body jab vs. range-finder jab — drop doubled jab for now) and calls them on a fixed, predictable rhythm (e.g. every time coach steps in). The athlete's job is purely to change level/intent cleanly between the two on cue, with no third option and no timing uncertainty — same lesson (holding jab variations ready and switching intent), smaller decision set, controlled trigger.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_5484be0e8b78b4,drl_15847de4920418,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_f05ca8cde40a96,drl_15847de4920418,C,False,"All three variations stay live, but the call comes late — on or just after coach's lead hand starts moving, not before — and coach mixes in a real feint or step that isn't a call at all, forcing the athlete to hold all three ready while filtering signal from noise under time pressure. Contact stays light_technical; the added stress is decision-timing and false-cue disruption, not power or volume, so the same ""hold every jab ready, commit on the real call"" behaviour must still show up under pressure.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_c37c2dcba3f32b,drl_45d9662ee44c36,A,False,"Strip the drill to the transfer only — no cross yet. Athlete performs weight shift into rotation and holds the finish position while the coach checks hip/foot alignment by eye or hand-on-hip. Only once that freeze-frame is clean does the coach add ""now hand"" as a separate, called-out fourth beat, so legs-rotation-hand stays three distinct, verified steps rather than one blurred motion.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_2b1965b2bb3ace,drl_45d9662ee44c36,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_2b31f511bd9c46,drl_45d9662ee44c36,C,False,"Coach stands where the athlete can't predict the cue and calls ""cross"" at random intervals while the athlete is mid-footwork-pattern or lightly circling — forcing the transfer-rotation-hand sequence to fire off an unscheduled trigger instead of a rehearsed rhythm. Decision demand comes from occasionally calling a decoy (""hook"" or ""hold"") so the athlete must recognize the correct cue before sequencing; contact stays light-technical touch on pads, never speed or power added.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_829c5bd542d7fb,drl_3df01682e604dd,A,False,"Athlete throws the cross into a stationary hand target (coach's palm), at half speed, with the coach's other hand resting lightly on the athlete's lead glove/cheekbone throughout the punch and return. The tactile contact gives instant feedback the moment the lead hand drifts, so the athlete feels correct hand position rather than guessing at it. Slow speed removes timing pressure entirely — the only job is cross, feel the lead hand stay home, return.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_adef31fa617cdc,drl_3df01682e604dd,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_0aed051a52d5c9,drl_3df01682e604dd,C,False,"Same cross-and-return, but the coach calls the cross on a random verbal or visual cue while the athlete is already shuffling/circling, and immediately on return flicks a soft, telegraphed jab at the exact spot the lead hand should be covering. If the lead hand was down, the flick lands; if it held its position, it doesn't — the check becomes self-scoring instead of coach-called. Unpredictable timing and footwork disruption add decision load before the punch, and the incoming flick adds consequence after it, but the lesson stays identical: lead hand discipline through the throw and the recovery.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_e1f3b89a1bf3cd,drl_0af42a73a6878f,A,False,"Athlete throws the lead hook and freezes on contact, holding the position while the coach places a flat palm against the athlete's elbow to confirm it matches fist height before releasing. Remove all rotation speed and follow-through — one hook, one hold, one check per rep. This isolates the elbow-fist relationship as a static picture the athlete can feel and correct in real time.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_c98d90c66230ed,drl_0af42a73a6878f,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_883c46a9d11a15,drl_0af42a73a6878f,C,False,"Coach holds the bag off-center and calls the hook's target height (temple/ribs) a half-second before the athlete throws, forcing a last-instant read that changes hook angle without changing elbow-fist alignment. Insert a lead jab or slip immediately before the hook so the athlete must re-set balance and still land with elbow height correct under a broken rhythm. The disruption is in timing and angle-decision, not in adding power or speed — elbow-to-fist relationship is still the thing being graded on each rep.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_2f92e8a776f0e6,drl_1ad44e91b32842,A,False,"Athlete works stationary in front of a mirror or a still bag, calling out ""pivot... hook"" as two separate beats, pausing half a second between the foot rotation and the punch so the rotation-then-strike order is unmistakable. No partner movement, no angle changes — the only job is confirming the hook never starts before the foot finishes turning, resetting instantly if it does.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_3acd82405bf39c,drl_1ad44e91b32842,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_9939def44f876a,drl_1ad44e91b32842,C,False,"Partner holds pads and shifts laterally to a new angle just before calling for the hook, forcing the athlete to read which way the lead foot must pivot (inside vs. outside) in the moment, then execute the same pivot-first sequence off that unscripted angle. The decision (which direction to pivot) is now live and timed by the partner, but the rule is unchanged: reset if the hook beats the pivot, regardless of how the angle got set up.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_9cf90354edc390,drl_da603edd55075d,A,False,"Mitt held stationary at the correct rear-hook range, coach calls ""set"" and athlete squares up, resets feet, and confirms distance before throwing — no footwork adjustment required, just pivot-and-hook from a range that's already correct. This isolates the mechanics (rear-foot pivot, elbow height, no reach) with the decision of ""where's my range"" removed so the behaviour lands clean every rep.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_503fcbbb02897b,drl_da603edd55075d,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_d265dd4fbf448d,drl_da603edd55075d,C,False,"Coach holds the mitt at a starting range but shifts distance and angle between reps (stepping back, angling off, closing in) so the athlete must read the change and adjust footwork or add a step to arrive at proper hook range before throwing — sometimes off a jab, sometimes cold. The hook only counts if it's still thrown from correct range with full pivot; a hook thrown by reaching or overcommitting the step is a fail, keeping the same lesson under decision pressure.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_0ddf6960913d05,drl_484dc64b436811,A,False,"Coach holds the downward-facing mitt stationary at a fixed height and distance, feet already set in the pocket (no entries, no exits). Athlete throws single uppercuts only, pausing briefly at the top of each rep so the coach can confirm the elbow stayed stacked under the fist before resetting. This isolates the elbow-under-fist picture with zero footwork or timing variable competing for attention.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_0eda4299b90085,drl_484dc64b436811,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_6462f9ef2e59b6,drl_484dc64b436811,C,False,"Same pocket range, but the coach now flashes the mitt at one of two unpredictable heights (low-belly vs. chin-level) a beat before the call, forcing the athlete to select the correct uppercut angle on the move rather than groove one path. Immediately before the flash, the coach gives a light shoulder bump or forearm jostle to disrupt base, so the athlete must re-find the pocket and still keep the elbow tucked under the fist through contact. If the bump or the height choice causes the elbow to fly out wide, the rep doesn't count — that's the tell the level is too hard.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_68bfe1ecef4d0e,drl_5c075cf813c4d8,A,False,"Coach holds a stationary body-height mitt with no head-level target present, so there's no choice to make about where to punch. Athlete drops straight down through the knees to the mitt and holds the shot, coach checks that the head stayed stacked over the hips rather than tipping forward. Removing the head-level option isolates the knee-bend picture until it's grooved.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_268eacfac37880,drl_5c075cf813c4d8,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_6610c46da7f1fd,drl_5c075cf813c4d8,C,False,"Coach holds the mitt at head height and only drops it to body height on a delayed, disguised cue (a step-in or a feint) while circling, forcing the athlete to read the change and decide whether to level-change or hold. Add a second person feeding a soft return so the athlete must sink and still defend, not just crouch and stall. Coach still checks head position at the moment of contact — if the athlete starts bending at the waist to beat the timing, the drill has broken the target behaviour and needs to come back down a level.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_241a93c8379494,drl_5c3353db6cc6ab,A,False,"Coach holds both mitts still and stationary at a fixed height, calling the same two-punch combo (e.g. ""jab-cross"") before every pair so the target never moves and the sequence is never a surprise. Athlete throws at a controlled pace with an exaggerated pause on the guard return after the second punch, letting the coach physically cue ""link"" by knocking the mitts together once the pair is done.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_a7e8ef6f4c632c,drl_5c3353db6cc6ab,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_e5850a643f1e31,drl_5c3353db6cc6ab,C,False,"Coach presents two mitts angled differently and, mid-sequence, briefly withdraws or dips the second mitt before resetting it in place — athlete must hold the first punch's guard position without dropping hands or throwing early, then complete the same fixed pair once the target reappears, still returning to guard only after the second strike. This forces a decision (""commit to the link or bail"") under an unpredictable delay, but the pair-then-guard behaviour must still show up unchanged at the end.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_26cf9debcb16cd,drl_3e2e2cb0a54792,A,False,"Simplify the picture by shrinking the call pool to only two pairs (e.g., jab-cross and jab-hook), still called in random order — the athlete keeps making a live choice on cue, but the recognition load is small enough that the correct picture-to-punch match lands clean every time. Coach calls with a clear, unhurried cadence so the cue is fully spoken before the athlete commits, protecting accurate selection over speed. Contact stays light_technical.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_29c53a7d63a44c,drl_3e2e2cb0a54792,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_b1643dbdee54bb,drl_3e2e2cb0a54792,C,False,"Add decision stress by expanding the call pool to five or six pairs and inserting decoy calls — the coach begins one pair's name and switches to a different pair mid-call, so the athlete must hold their decision until the cue actually resolves instead of jumping on the first syllable. Add disruption by having the coach circle or call from an off-angle/blind side while moving, forcing the athlete to solve footwork and range at the same time as the punch-pair choice. The pairs are still assigned randomly and thrown on cue — same target behaviour, just harder to isolate the correct call from the noise around it. Contact stays light_technical.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_25731263a39c7c,drl_3554c55ab8b584,A,False,"Shrink the call menu to two fixed options (hook or straight) and call it immediately as punch two lands, giving an early, predictable trigger. Pads stay light and stationary so the athlete's whole focus is on smoothly continuing into whichever punch is named, not on stopping at two.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_359c6a930e364a,drl_3554c55ab8b584,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_d3db73d91721ae,drl_3554c55ab8b584,C,False,"The coach withholds the call until punch three is already committed, then swaps it once — forcing the athlete to abort the loaded punch and extend into a different fourth punch on the fly. A second body circles and jostles footwork during the exchange, so the athlete must still extend off the late call rather than freezing or falling back on a pre-planned ending.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_fe0e5649899e86,drl_4700995bab7b07,A,False,"Fixed 2-punch combo (jab-cross) on a stationary pad target, and the exit direction is pre-called before the rep — always pivot off to the same side. The lesson is isolated to ""combo always ends in a step,"" with no read required, so the athlete grooves the motor pattern of leaving cleanly every time.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_e8f4349db48f5f,drl_4700995bab7b07,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_63614cb6381a78,drl_4700995bab7b07,C,False,"After the combination, the pad holder presents one of two targets (left or right mitt) a beat late, forcing the athlete to read and choose the correct exit lane in real time rather than exit on autopilot. Add a second pad holder who steps in from an unpredictable angle right after the combo — if the athlete hesitates or stands square, they eat a light tap, so the decision-to-exit still has to fire correctly under the disruption, not just fast.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_077659ec51ac83,drl_2713ad55cfcbf0,A,False,"Partner no longer throws — they hold the straight punch extended at guard height as a stationary target while calling the side. Athlete steps into it, catches with the correct hand, and returns to guard, isolating the catch shape and hand-eye placement without timing pressure. Once the shape is clean and repeatable, partner reintroduces the same slow feed from B, still calling the side first.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_cdc92991c31b52,drl_2713ad55cfcbf0,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_f2cbf7100fcb8b,drl_2713ad55cfcbf0,C,False,"Partner stops calling the side and mixes in a feint or a hook/decoy motion among the straight punches, so the athlete must read the punch itself rather than a verbal cue before deciding which hand catches. Speed stays light and controlled, but timing becomes irregular — partner may pause, shuffle, or delay the feed to break the athlete's rhythm. The catch-and-return-to-guard action must still appear cleanly on every genuine straight punch; if the athlete starts flinching, blocking generically, or swinging instead of catching, the disruption has overridden the lesson and the level is wrong.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_05be48fb3f6b0a,drl_badeec66ed769d,A,False,"Partner holds the jab out at three-quarter extension (not thrown) so the target sits still. Athlete starts with the parrying hand already half-raised near the guide position and only completes the small redirect on cue, feeling the minimal-travel touch without needing to time an incoming strike. This isolates ""small hand, no chase"" before any timing decision is added.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_e596a8d6abffff,drl_badeec66ed769d,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_6732193c440402,drl_badeec66ed769d,C,False,"Partner mixes the slow straight punch with a matching feint (same shoulder cue, no punch thrown) and occasionally switches jab/cross without warning, forcing the athlete to decide in the moment whether and which small parry to fire rather than react on rhythm. Contact stays light_technical and the punch stays slow — the added stress is recognition and choice under disruption, not speed or power, so the small redirect (not a swat or block) must still be the visible answer.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_a2577c6edccff5,drl_464b8ff7d556f9,A,False,"Rope stays fixed and horizontal, but the coach calls ""left"" or ""right"" before each rep instead of the athlete reading a punch — the decision of *which way* is removed so the athlete can groove the depth and shape of the slip under the rope cleanly. Athlete still slips a real head-height line, just on a known cue, so the target behaviour (getting the head fully off the line, not just ducking under) is repeatable and checkable every rep.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_e6f48744a378b0,drl_464b8ff7d556f9,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_9b45d2141674be,drl_464b8ff7d556f9,C,False,"A partner now holds the rope at an angle and varies its height/tilt rep to rep while feeding a live jab down the same line, so the athlete must read the rope's new angle AND the jab together before choosing a side — collapsing the ""is it far enough"" decision into real time. The rope is still the external reference for slip distance, so if the athlete starts slipping without clearing the line (or bails the drill into pure footwork away from the punch) the lesson has been lost and the level is wrong.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_556d725e764ef2,drl_2268ec918e08c5,A,False,"Rope stays still and low, held taut by a stationary partner at a fixed, known height. Athlete rolls under at a self-set pace and must plant coming up already in punching range — same pass/fail rule as B, just with the timing and hook-angle variables removed so the ""come up in range"" habit gets grooved without also managing a moving threat.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_290a4c98f799bb,drl_2268ec918e08c5,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,light_technical,Can the athlete still respond to one cue.,authored
{{PPBF_ORG_ID}},scl_f7e4ec9c179c3d,drl_2268ec918e08c5,C,False,"Partner holds the rope but now sways/circles while varying the hook height rep to rep (low, ribs, temple-level) and unpredictable in which comes next, so the athlete must read depth on the fly before committing to the roll. Immediately after coming up, the partner feeds a second hook from a different angle with no reset cue, forcing the athlete to judge whether to roll again or is already close enough to punch — landing out of range on either roll still fails the rep, keeping the lesson identical under decision pressure.",,light_technical,"Does the harder version still display the same lesson, or has it changed the problem entirely.",literature_grounded_draft
{{PPBF_ORG_ID}},scl_c9c841a2c7ebab,drl_f9e5a58017fd10,A,False,"Partner throws the same known 3-punch combo (jab-jab-cross), always to the head, always from square stance and the same distance. Athlete pre-sets the cover shape before the flurry starts and holds it through a fixed, predictable count, then resets. Success is repeating the identical shell/weight-centered position cleanly each rep, with no guessing about number or target of punches.",,light_technical,Is the athlete repeating the target behaviour without the coach adding words.,literature_grounded_draft
{{PPBF_ORG_ID}},scl_9efcd940dfd8df,drl_f9e5a58017fd10,B,True,"The drill as designed: standard system level, the intended real demand, no decoration.",,conditioned,Can the athlete still respond to one cue.,authored
